customer_sentiment,customer_tier,issue_complexity,channel_type,agent_experience,agent_specialty_match,agent_past_success,agent_avg_handling_time,agent_current_workload,time_of_day,day_of_week,queue_length,success_label,source,original_text
0,0,0.3373112236513422,0,1.4209178309792447,0.7720262892833355,0.7533351369988001,14.653696228227552,0.46884205584851185,13,1,13,0,synthetic,
0,2,0.44273392505378534,1,2.3223365580045554,0.27037130997894643,0.9427774087911472,2.0471964623882686,0.09606615611334024,12,5,11,0,synthetic,
1,0,0.364,0,5.204090674772947,0.9338601707577503,0.7685894376936871,7.146118964737532,0.07978822193209033,11,0,0,1,banking77,I got charged two times for a transaction
1,0,0.372,0,1.2444959220040719,0.725051465498366,0.8450389525642437,3.032526480025992,0.25586279953515606,11,3,7,1,banking77,I moved and need to change my personal information.
1,2,0.348,0,4.56885790744764,0.8428301211523541,0.9527132607447113,13.048347960313963,0.33226420094546,12,2,6,1,banking77,Explain the payment that was declined!
1,2,0.6907762477806416,1,1.584485954519698,0.5662805572143416,0.9007218041089639,6.695373095410276,0.3518082279275559,9,3,12,0,synthetic,
0,2,0.27895923558697566,0,4.316291964121598,0.5850527612397963,0.8121573065072989,1.859206436023004,0.604255972002101,14,0,12,1,synthetic,
1,1,0.388,0,4.783868401971638,1.0,0.766694615675618,7.761007015678825,0.1842647874549026,16,3,4,1,banking77,"I need a second card, can I have more than one?"
1,1,0.372,0,5.4853817598309975,0.9633683121116113,0.7845915878411747,4.55564792483642,0.6051520257930989,12,3,1,1,banking77,It's not letting me transfer money to my beneficiery.
1,1,0.396,0,3.6879285673373823,0.8386597749574477,0.9740909431968644,5.6691839819935685,0.4388999870478336,9,4,5,1,banking77,Will I be able to get both a visa and a mastercard?
1,2,0.372,0,4.6083862159003575,0.989975342454704,0.8969040740095319,13.244764840724011,0.2991162361466983,11,2,7,1,banking77,"My new card has arrived, what's the activation procedure?"
1,2,0.356,0,4.546292741817791,0.9475375341744885,0.9193791065002849,3.274483356021574,0.17630149869522443,10,6,6,1,banking77,How do I find my new pin?
2,0,0.3875946221025104,0,3.314624101432936,0.6730845158956743,0.881169257101356,9.118148108379577,0.20888149401939507,14,2,14,1,synthetic,
0,0,0.2804612840432489,0,5.96955532853483,0.55410073877261,0.8094091624824711,2.958383100656122,0.33650346398636644,17,0,0,0,synthetic,
0,1,0.504,0,2.871774681124464,0.8982084978579843,0.8718688471927352,5.566667761407887,0.1053165758368192,9,0,7,1,bitext,Can you help me with technical issues I'll help you with complaint resolution
1,0,0.492,0,5.897386049162809,0.9754602761877331,0.9290386595155059,8.311225221106113,0.19846060757504977,11,5,5,1,banking77,My card payment is showing pending however this transaction was a couple of days ago. Is there a rea
1,1,0.42,0,3.493081419918579,0.7963222439978559,0.7743202343684003,13.203791569885263,0.3410108721502844,14,6,4,1,banking77,Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!
1,2,0.6040000000000001,0,3.188560418456269,0.899631917238238,0.9559815691613085,11.767680635545462,0.23512623399691215,18,1,4,1,banking77,I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues
1,1,0.08457382397877412,1,3.227583243002861,0.9592821340990884,0.6978069128238925,2.402641713430044,0.10378607178454362,15,5,1,1,synthetic,
2,2,0.7467270290825139,0,3.9978528964313207,0.743526910919146,0.7999902910505085,5.760695933753847,0.657446773575742,16,1,7,1,synthetic,
2,1,0.32684915097005324,0,5.409692265834799,0.7352638349674919,0.7972341506571206,5.484082838796676,0.474772801776249,12,0,1,1,synthetic,
1,2,0.33999999999999997,0,0.5174314729561884,0.7877489838468101,0.9035728475745678,9.725495320121494,0.06177807200891084,10,6,2,1,banking77,Do you work in Greece?
1,2,0.388,0,4.561431404123876,0.9007348172560523,0.9096424335371794,4.371503447343154,0.4024381294475195,17,1,8,1,banking77,How can I dispute a direct debit charge on my account?
1,1,0.372,0,3.974375047059438,0.8848984271755689,0.6671288565652869,7.615217630782171,0.8049883584878872,12,2,0,1,banking77,How do you decide what the exchange rates are?
1,2,0.3772256309884682,0,6.78892315963117,0.8827815426161115,0.9073289056371477,7.936467601361328,0.37795796799230497,15,2,6,1,synthetic,
1,0,0.356,0,4.048887570953568,1.0,0.9025217505198252,11.977455964994098,0.3248600431647198,13,4,2,1,banking77,Which type of card will I receive?
0,2,0.667039840445392,0,6.023977467100123,0.6041687700563454,0.6708117881319511,8.151861475333742,0.2486729247497615,14,6,2,1,synthetic,
0,1,0.3908480178334024,0,2.7042175957050514,0.9079085646421011,0.7707590947958058,5.606236051760603,0.3913473526088835,11,4,15,1,synthetic,
2,1,0.5581635445021192,1,1.948718917891306,0.6230152841841324,0.7339613909516755,10.568216877404813,0.27447775056436396,12,1,15,0,synthetic,
1,2,0.21452421993596704,0,5.7249179818828555,0.575480344585472,0.6584240345640336,8.393843037075778,0.06447392793252861,17,6,11,1,synthetic,
1,0,0.33999999999999997,0,5.96115586629867,0.8535039975071828,0.8614511473468771,4.013107556857373,0.2848506834967102,16,0,1,1,banking77,How can I receive money?
1,2,0.33999999999999997,0,4.06639779457874,0.8948188615124463,0.9893643656056579,10.74987809396832,0.6590866430067256,14,3,0,1,banking77,What currencies can I hold?
2,0,0.4372249739381373,0,3.2146422361469007,0.7198245573364741,0.9111294498971303,1.8144853637569895,0.39931894843540955,14,2,1,1,synthetic,
0,1,0.31088072233515035,0,17.14386154947315,0.9729490145472897,0.8217191999648542,1.7433763819182928,0.21829053457320205,11,0,3,1,synthetic,
1,1,0.372,0,7.881075846861665,0.9548419231548025,0.9372866731224103,1.1090883373019162,0.34521279263465304,12,0,3,1,banking77,What does it mean if my payment is pending?
1,0,0.356,0,3.055460772582774,0.8212391501900443,0.890823654127969,7.888834024835052,0.32556636727696786,17,3,3,1,banking77,Why is my top up not completing?
1,0,0.38,0,5.384232993046538,0.8134333850663075,0.9535330459961611,8.261254300966547,0.19909635744918816,14,4,3,0,banking77,I am upset with your service.  Please delete my account.
2,2,0.08970379629257016,1,3.6806760595609584,0.5400410472718477,0.8108748802312178,2.296988568837488,0.30344527563093904,9,1,11,1,synthetic,
1,2,0.41200000000000003,0,3.0589266184847266,0.9465255609381391,0.7709477499759446,1.4009451926830156,0.03970768550926459,10,4,8,1,bitext,I want to know more about your products I'll help you with complaint resolution
2,1,0.3022125666761722,0,0.9399405726465798,0.9379579000334745,0.8785255340831546,2.7117739674154175,0.6779092869808457,15,4,5,1,synthetic,
1,0,0.38,0,2.1124343928690994,0.8740339407019979,0.8738819089694166,5.59079844521169,0.468241627222684,8,0,4,1,banking77,They is a payment I don't recognize on my statement.
1,2,0.25730414935787943,0,7.428005950098508,0.7243860174731704,0.9289172616825436,12.947956310662743,0.06887610624566098,13,2,12,1,synthetic,
1,1,0.5737916812706914,0,1.4986931376846633,0.8795644889390082,0.8712469460919146,9.730835350271724,0.49172220829595475,18,6,13,0,synthetic,
1,0,0.356,0,2.1506105988156756,0.9235644684058376,0.7345482963669944,6.704513824476781,0.3179272603038421,15,6,1,1,banking77,Why was a payment I made reverted?
0,2,0.516,0,4.845222056562765,0.9295189619865539,0.8524524742611229,0.4213073262795566,0.5559812673856133,15,3,3,1,banking77,I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one 
1,1,0.496,0,2.933178266690736,0.9201393856849369,0.7787799477949282,9.545776320442082,0.27312456770804744,9,1,2,1,bitext,I need to cancel my subscription I'll help you with technical support
2,1,0.6869688311222654,0,3.2989473986273747,0.6748555735526239,0.7225744030631989,5.728649994300914,0.6411485627625748,9,6,6,1,synthetic,
1,2,0.356,0,1.5373066392002168,0.9157494248054188,0.9567749074105679,8.15375195480342,0.4545465044789763,18,2,0,1,banking77,Your exchange rates are coming from where?
0,0,0.14589534881790614,1,2.5833558465165023,0.5809128696568366,0.7747647413416093,1.3983926225134615,0.1463933086454633,13,1,0,1,synthetic,
1,2,0.388,0,2.8518854749320854,0.7844720942179384,0.6217092330296293,2.769581271414158,0.12938463347857154,17,5,4,0,banking77,my cash withdrawal has not come out of my account yet.
1,1,0.27827842126731467,1,4.421999381331693,0.7021823646399661,0.8576017150417218,7.60176144984906,0.32297618818676926,15,4,13,1,synthetic,
2,2,0.5481880776954748,1,2.2358155848767076,0.5638778206218842,0.5848128908299657,5.123550589506097,0.19860388572677243,12,5,10,0,synthetic,
1,0,0.356,0,2.641994896310173,0.9769828256431745,0.9231723361726827,12.929899785314232,0.3220337289950933,17,0,4,1,banking77,My transfer seems to be too expensive.
1,1,0.364,0,3.5151985669235044,0.9533640629197725,0.9607860389247024,5.431725440276819,0.16748151451896107,9,6,8,1,banking77,Why is my ATM cash withdrawal not working?
1,0,0.436,0,2.273954670989561,0.8642385921306508,0.7919804983251976,16.444723210259244,0.12862574670459775,16,0,1,1,banking77,"There is an extra charge on my account I didn't authorise, it's just £1, what is it?"
1,1,0.356,0,4.3119125279397466,0.8465411026374721,0.9051934165184173,17.490779839112054,0.5257648166115183,8,5,2,1,banking77,How do I get my virtual card?
1,2,0.41691701005967907,0,2.320078220738618,0.682279861319203,0.8756934905886352,11.245228991627465,0.4366481913838814,18,5,1,1,synthetic,
1,2,0.356,0,1.6956031925481587,0.810916074298765,0.47355838537573675,10.28103638800545,0.3348599715831854,13,2,7,1,banking77,How can I change my account details?
1,1,0.6681270944615584,0,6.549802725115117,0.3456493280347627,0.7795671042602267,15.523107798080801,0.17091646725441445,12,6,7,1,synthetic,
2,1,0.4199414838300904,0,6.154835982328829,0.6298937830934702,0.620440144387837,2.643123770969146,0.1796065927074478,9,3,14,1,synthetic,
0,1,0.44624350118050954,1,7.436916381526966,0.8407631523453598,0.8507147500727922,13.18803731653776,0.3292087684269017,10,0,6,1,synthetic,
1,2,0.33199999999999996,0,7.069918938496021,1.0,0.6462738856130863,5.364056280608837,0.28706989361374113,9,5,4,1,banking77,I'd prefer a Mastercard.
1,1,0.396,0,2.8607913313228766,0.9786307911530657,0.7418023854139432,6.757043632950343,0.6199917900871326,14,2,8,1,bitext,I have a complaint about the service I'll help you with sales
1,1,0.38,0,6.015640465423296,0.8598626520461621,0.8283909807306888,0.9075240995011622,0.45554223915677433,12,3,1,1,banking77,Is it possible to get a new card in China?
0,0,0.5661293939249933,0,9.781566796760762,0.8336636495819743,0.8091170257753774,14.942293956859977,0.5708296635346471,10,6,4,1,synthetic,
0,2,0.388,0,4.637609100265796,0.8299865230490852,0.796271062383901,9.485478129887268,0.3341470940016808,16,2,5,1,bitext,The app is not working properly I'll help you with sales
1,1,0.41200000000000003,0,1.2221189622484712,0.9815663879955496,0.7630300421617378,8.156888820974634,0.26251822817387804,12,5,9,0,banking77,Why was the wrong rate applied when I bought something in a different currency?
1,2,0.5720000000000001,0,3.016375840457113,0.880588582962975,0.9044378021178247,4.3805051625864975,0.8297466809341684,15,3,1,0,banking77,"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it"
0,1,0.10307076938804523,0,3.0376817353306613,0.6736195408275859,0.6919421565619206,4.170299813263034,0.33471465712849413,8,3,2,1,synthetic,
1,2,0.404,0,10.182416774861668,0.8700188459316579,0.9330983953219909,3.3968378888064508,0.5286769759313492,15,1,1,0,banking77,Is it possible for me to set up separate accounts for my kids?
1,1,0.5,0,7.797240809490449,0.7864899533555609,0.7809326267110256,1.0269217803736868,0.202510341095051,8,4,2,1,banking77,I have noticed that my account was double charged for a couple of items this week. Please review and
0,2,0.2906751048104153,0,2.0792877731430184,0.26952364288486447,0.8885909033945746,4.348111964115382,0.3258509242480585,15,4,12,1,synthetic,
1,0,0.4196930144443743,1,2.097936003987678,0.5656074115228684,0.8023202206880516,5.439100464053277,0.07002297344625388,16,1,0,1,synthetic,
1,0,0.41200000000000003,0,2.8859731789411684,1.0,0.8167323325384344,16.50047958542321,0.08488251639140523,11,6,7,1,banking77,"I had everything lined up to make a transfer, and then it rejected it."
1,0,0.38,0,3.8880008973725237,0.8986635406187455,0.906710304095781,8.485181844859069,0.3392318924363656,18,5,3,1,banking77,How do I know what exchange rate I will get?
1,1,0.396,0,4.593603923137537,0.7777153053597072,0.9103475611662815,3.485826474256313,0.5768746332004914,16,5,3,1,bitext,I'm interested in upgrading my plan I'll help you with account management
1,0,0.356,0,3.9227354745483685,0.8502202599151576,0.85282526320228,7.090365411205665,0.7348934918327997,17,0,8,1,banking77,How can I receive a virtual card?
2,2,0.8674594285205703,1,2.619550293409181,0.9834816093897057,0.6890574327206124,3.2125592376260355,0.2685171306338144,18,5,13,0,synthetic,
1,1,0.356,0,8.46421273513402,0.8733490900577395,0.7557877353888712,0.13158998370847388,0.554798501951487,15,4,1,1,banking77,The app has rejected my top up.
0,1,0.326293747632472,0,4.63092894509359,0.5904472801549902,0.8463142615087688,1.33311089590503,0.44502362674226725,8,6,3,0,synthetic,
1,2,0.372,0,4.5363661189082425,0.896226730896378,0.7575136811115798,7.899821551731531,0.5837372057133515,10,0,5,1,banking77,Why is my transfer taking so long to complete?
1,1,0.396,0,3.0376194045737224,0.8138241754036877,0.9114986559806515,14.679435454948264,0.2937249550560198,16,3,2,1,bitext,I have a complaint about the service I'll help you with sales
1,2,0.44399999999999995,1,4.150540857419375,0.8327075309958369,0.869048353630168,12.783888267398703,0.12563117325194106,9,4,0,1,banking77,I don't have my cell phone with me so I cannot access the system to complete the transaction.
1,0,0.350019156169443,1,2.581070422098844,0.4824661084259667,0.7765829060893676,4.879349006824678,0.5773112985143898,18,2,8,1,synthetic,
1,1,0.33999999999999997,0,6.29531902233238,0.9200223092154993,0.9231964928777973,2.156220653484115,0.7478775039977339,14,6,7,1,banking77,What are the exchange rates?
1,2,0.404,0,3.522505497299339,0.913975335568829,0.9556333365487243,4.821577260351806,0.03933915173605839,17,0,3,1,bitext,I have a complaint about the service I'll help you with product inquiry
1,2,0.396,0,5.388754073650472,0.8181820541692529,0.7519656270105728,7.835452794843338,0.25954659075379344,16,5,5,1,banking77,Is it possible to change from USD to GBP with your App?
1,2,0.33999999999999997,0,3.813371308090422,0.8334746646668931,0.8983538673724571,1.7134020214073438,0.20891948121085244,16,3,8,1,banking77,Why was my withdrawal declined
1,1,0.388,0,3.4592242976087735,0.9502593620237054,0.8740205149983478,4.5364192086787964,0.045296802219160534,15,2,9,1,bitext,I'm interested in upgrading my plan I'll help you with sales
0,1,0.603267818032186,0,6.978692410612978,0.7985135605153104,0.8376297847006374,5.847190998219358,0.32264071488131435,11,3,15,1,synthetic,
1,2,0.38319823674787773,0,6.8164958143587695,0.6084842432687076,0.7798682426949054,5.617055381515744,0.473539565971033,13,1,3,1,synthetic,
1,0,0.5999901994285933,0,1.7877123828664148,0.5616885499422379,0.8816937636213827,3.156833880544956,0.4420593303991641,12,5,11,0,synthetic,
1,2,0.388,0,10.801933090519062,0.7977226812766138,0.7322605186497203,12.056853238978501,0.2205549419720074,15,2,5,1,banking77,what currencies can i use to add money to my account
2,1,0.5720000000000001,0,14.46243329229192,0.9469075348960818,0.9869567444629282,12.575053032052713,0.5079036412062824,14,2,5,1,banking77,There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of 
1,1,0.404,0,2.8179248018702205,0.909370147862354,0.9616154230841508,2.3463731525163634,0.08399536702522176,15,6,1,1,bitext,I need help with my account settings I'll help you with complaint resolution
1,2,0.428,0,1.9507876026068338,0.947594852229425,0.8161054029750195,1.4675381854252447,0.12507386295740439,9,4,9,1,banking77,I was charged an extra dollar on my account and would like to know the reason.
0,0,0.29087529454591776,0,3.9739795764394983,0.8177739256913054,0.7698436272574001,12.06895899137693,0.4623122042226386,18,2,3,1,synthetic,
1,2,0.356,0,4.173551698976679,0.8774532571841233,0.9596314284885419,5.866148379468499,0.39851565092952485,11,6,2,1,banking77,What are the disposable virtual card limits?
1,2,0.38,0,5.088649067687386,0.9695235834910199,0.8019401936385001,2.8188646580061474,0.1505803671937636,13,0,2,1,banking77,What do I need to do for the card activation?
1,1,0.33999999999999997,0,3.576750931836935,0.9627739477673095,0.9410278430564445,1.514185562601384,0.17750921861744556,17,1,2,1,banking77,I want to auto top-up.
0,1,0.7381591975290357,1,6.98357008969779,0.896151607322489,0.4920533558169747,2.129572917478807,0.26472716791997125,14,6,15,0,synthetic,
1,2,0.46799999999999997,0,5.814446069774649,0.9625737995584088,0.8736752738771043,1.8280862746201672,0.2450300999504812,12,4,5,1,banking77,Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be i
1,2,0.43250870547695724,0,4.580245784397604,0.7792377443910747,0.7674642769251702,3.405108588354447,0.1270406857527266,13,3,13,1,synthetic,
0,0,0.612343814607494,0,4.323314144793139,0.779697026555211,0.8773187920228502,13.467691651874496,0.018267514742413647,9,5,4,1,synthetic,
2,2,0.3705724291661382,0,2.7920543182682707,0.8493643744422136,0.8178216067722437,19.924090364663854,0.7557747369621239,16,3,8,1,synthetic,
1,2,0.248,0,4.9164190668559655,0.8161995205991844,0.8727984047662098,7.200268403111817,0.1558479649604122,16,4,10,1,banking77,I need to update my address.
0,0,0.4839471198427906,0,5.369449300933792,0.9062596914004296,0.6592683440720968,5.56136924971047,0.11092182626148245,9,2,1,1,synthetic,
1,2,0.5543694762164826,0,7.18767173625179,0.6827503544862559,0.7744502992428067,2.9397139455381507,0.41052886468765537,9,6,3,1,synthetic,
0,2,0.5929741507437486,1,7.2894048884984235,0.8965448812962153,0.6690764851008804,4.8013221048209695,0.631901944263755,15,0,3,1,synthetic,
1,2,0.364,0,3.7937740388520536,0.870196660959133,0.7584155150072642,15.830374559373656,0.14942664487418128,8,1,7,1,banking77,When are you going to transfer the money?
1,1,0.404,0,4.083657804925661,0.815704723447876,0.9086799869190123,23.116517783144577,0.43612367626675363,14,1,10,1,banking77,If I want my son to have his own account is that possible?
0,1,0.12692225014111272,0,3.1274915524000546,0.8008313149842191,0.6073184219753484,9.541407466214233,0.7234733803872254,15,0,9,1,synthetic,
1,1,0.396,0,2.3379536280344544,0.9416480290100329,0.8009702906920979,5.728929331782564,0.2731452077113131,11,0,0,1,banking77,The exchange rate that was applied for an international purchase was wrong.
1,1,0.8445968558841094,0,3.137766890464403,0.7661463589615892,0.797232769473551,2.756430448477674,0.5760285639723876,18,6,4,1,synthetic,
1,2,0.356,0,9.48073402594695,0.9034067607913743,0.9578379921172777,1.7945862038839109,0.539628624230776,15,0,9,1,banking77,My money transfer has not yet occurred
1,1,0.38,0,8.138313898261353,0.9440593413885936,0.6439856796482631,5.262506161293777,0.1379071602096571,18,4,5,0,bitext,My payment was declined I'll help you with account management
1,1,0.33999999999999997,0,1.3921366069735748,0.8334072775353584,0.8123430037746826,2.408912201439176,0.2883332915910169,17,0,6,1,banking77,Please send my refund now.
1,1,0.396,0,3.5041608210559754,0.8440031721687623,0.8750962264360614,0.7031163110872641,0.13569227562225636,16,3,1,0,bitext,I'm interested in upgrading my plan I'll help you with complaint resolution
0,2,0.2768283843001741,0,2.692932384658011,0.5590606512910804,0.6862403566560529,4.6868540585951095,0.6959193369312531,17,2,13,1,synthetic,
0,1,0.504,0,6.349133494396725,0.8237260589742471,0.7925891933384924,1.7747662743125243,0.7089863222857242,16,5,0,1,bitext,There's an issue with my billing statement I'll help you with technical support
0,0,0.332578865829634,0,5.4871894583487535,0.8046973284692943,0.8292788143417121,7.483640488492052,0.7666282836900217,18,3,1,0,synthetic,
1,1,0.38,0,8.8182269067305,0.7975190945132409,0.9075225774899015,1.1918018168697166,0.4693059563830134,12,5,10,1,bitext,My payment was declined I'll help you with account management
1,1,0.388,0,2.001703262163469,0.8983972888347718,0.8397141486184999,12.290554751483677,0.45373027487282036,18,2,10,1,banking77,Can you tell me how transferring money into my account works?
1,2,0.41200000000000003,0,2.655869019930436,0.8379792960320016,0.8563677230617599,9.597503442350595,0.586116918561733,12,3,5,1,bitext,I want to know more about your products I'll help you with product inquiry
1,1,0.404,0,5.209054457807233,0.7712861112727563,0.8782565711911974,13.60034841444112,0.5329729676647038,9,2,10,1,bitext,I have a complaint about the service I'll help you with account management
1,1,0.56,0,4.791798822987979,0.7822969496426979,0.7886502917248435,7.989716979804548,0.08931354060945658,13,4,5,1,banking77,What happened to my top-up? It was all done and now it's gone! Are you having problems with your sys
1,1,0.4377439937773157,0,4.225952076778981,0.7845590301870113,0.8756998031940955,6.088335662959397,0.8308199646788934,13,2,0,1,synthetic,
1,2,0.372,0,6.56078409683897,0.9237159724308646,0.8850607591941996,2.3390550145502838,0.35817483236082354,9,3,8,1,banking77,why couldn't I use my card at a store?
1,1,0.396,0,9.983398305249494,0.8841201295726503,0.9295651275479941,1.339068801649317,0.26492416791739687,8,0,2,0,bitext,I'm interested in upgrading my plan I'll help you with account management
1,1,0.33999999999999997,0,8.0117716894872,0.9063952982693108,0.8133055591787148,19.30964471424309,0.47095108524628265,12,2,10,1,banking77,The ATM took my card.
1,2,0.33999999999999997,0,6.909449685855665,0.9719477123079399,0.9249136898883726,5.8740022071443025,0.3308466494179316,11,6,7,1,banking77,What currencies do you offer?
0,1,0.4706928952600848,0,6.102254404554265,0.8816265008076024,0.6173114503193518,4.273176380886943,0.36021512593308913,13,3,3,1,synthetic,
2,1,0.3415975419629668,0,3.114770364475781,0.5420599739042499,0.7313443738338826,4.946093936196073,0.5145642926214343,15,6,9,0,synthetic,
1,1,0.4483111966878514,0,8.081544643304367,0.6594365421198858,0.7510087600045454,14.030393876267617,0.3175990598568387,16,3,6,1,synthetic,
0,2,0.534652189448452,0,5.364008177892233,0.6373516993543029,0.7674811024291814,1.0902155665061475,0.43113415550902,9,4,7,1,synthetic,
1,1,0.452,0,4.08422718175286,0.9485731617374445,0.7426813103613527,5.6961312599291185,0.11763180686679478,12,5,9,1,banking77,"I can't figure out why I haven't gotten my cash, when I already put the check in the bank."
0,1,0.3737019752033074,0,1.607201830704665,0.38630850674214734,0.9176191286716464,1.3703059981459491,0.29290931298377365,11,2,2,0,synthetic,
2,0,0.3381941853265189,0,15.116958570233772,0.31487817963779924,0.9125572767698329,0.9916522446564934,0.23036224355265375,8,0,7,1,synthetic,
1,0,0.09713626044384413,1,1.444115640079011,0.9867985196695801,0.7344742439098386,9.092778913569104,0.6470355819149515,9,0,12,1,synthetic,
1,2,0.404,0,5.243779168294385,0.8617580916060115,0.9320728096545455,5.794772772503132,0.28735226428478416,9,4,3,1,bitext,I need help with my account settings I'll help you with product inquiry
1,0,0.388,0,1.5456328391146967,0.8518436464461593,0.9569310145253537,3.656474555398781,0.1886084532089551,14,1,4,1,banking77,How do I transfer funds if I am paid in GBP?
1,1,0.44032098359320104,0,1.085376408388396,0.9386536780820168,0.7795298570190906,2.560569069158958,0.7239881095684653,17,4,12,1,synthetic,
